ein,org_name,state,city,sector,website,employee_count,volunteer_count,total_revenue,total_expenses,contributions_grants,program_service_revenue,grant_dependency_pct,num_foundation_grants,num_unique_funders,total_foundation_grant_amount,icp_score,fundraising_likelihood_score,mission_statement,fiscal_year_end_month,program_revenue_pct,volunteer_to_employee_ratio
453662698,Southern Nevada Senior Law Program,NV,Las Vegas,P,N/A,14,50,2121767.00,1758872.00,2038840.00,0.00,96.09,0,0,0,11,4,To provide quality legal assistance and advocacy services for residents 60 years and older facing challenges of aging.,6,0.0,3.57
042235959,FAMILY & CHILDREN'S SERVICE OF GREATER,MA,LYNN,P,WWW.LIFESCENE.ORG,79,41,1946504.00,1707356.00,1204904.00,87455.00,61.90,1,1,275.00,10,4,"THE ORGANIZATION'S MISSION IS TO STRENGTHEN THE LIFE SKILLS OF FAMILIES, CHILDREN, AND INDIVIDUALS OF ALL AGES. THIS IS ACCOMPLISHED THROUGH A RANGE OF PREVENTIVE PROGRAMS OFFERED DIRECTLY OR IN COLLABORATION WITH THE OTHER ORGANIZATIONS IN OUR COMMUNITY.",12,4.5,0.52
952597393,KERN COUNTY YOUTH FOR CHRIST,CA,BAKERSFIELD,O,WWW.YFCKERN.ORG,31,105,1807695.00,1553033.00,1634455.00,3359.00,90.42,2,1,230000.00,10,4,"THE KERN COUNTY YOUTH FOR CHRIST HELPS MOBILIZE CARING ADULTS AND STUDENT LEADERS IN ORDER TO MEET THE PHYSICAL, SOCIAL, MENTAL, AND SPIRITUAL NEEDS OF EVERY YOUNG PERSON IN KERN COUNTY. THIS IS ACCOMPLISHED THROUGH COLLABORATIONS AND PARTNERSHIPS WITH LOCAL CHURCHES, SCHOOLS, INSTITUTIONS, AND COMMUNITY PROGRAMS.",6,0.2,3.39
954774844,MALIBU FOUNDATION FOR YOUTH AND,CA,LOS ANGELES,O,WWW.MALIBUYOUTH.ORG,46,335,2290614.00,2553339.00,1663524.00,0.00,72.62,2,2,289000.00,10,4,"TO PROVIDE AFTER SCHOOL PROGRAMS AND ACTIVITIES FOR THE YOUTH AND FAMILIES LOCATED IN THE GREATER MALIBU, CALIFORNIA AREA THROUGH A YOUTH CENTER.",12,0.0,7.28
883186870,INLAND EMPIRE IMMIGRANT YOUTH COLLECTIVE,CA,RIVERSIDE,P,N/A,5,15,762783.00,257816.00,762156.00,500.00,99.92,2,2,350000.00,10,4,"The Inland Empire Immigrant Youth Collective creates a safe space for immigrant youth to express themselves and achieve their full potential and their identity that intersects with being undocumented. Through grassroots organizing, our mission is to engage youth to gain equal access to higher education and professional development and to seek justice for the immigrant community by empowering those most impacted by unjust policies.?",6,0.1,3.00
941691498,FresnoMadera Youth For Christ Inc,CA,Fresno,O,www.yfcnow.org,24,80,1270730.00,1289468.00,1225452.00,17184.00,96.44,1,1,100000.00,10,4,"Youth for Christ reaches young people everywhere, working together with the local church and other like-minded partners to raise up lifelong followers of Jesus who lead by their godliness in lifestyle, devotion to prayer and the Word of God, passion for sharing the love of Christ and commitment to social involvement.",6,1.4,3.33
943156964,SIERRA NEVADA CHILDRENS MUSEUM,CA,TRUCKEE,A,KIDZONEMUSEUM.ORG,8,24,1899781.00,752867.00,1722270.00,136023.00,90.66,2,1,15000.00,10,4,TO INSPIRE LEARNING THROUGH CREATIVE PLAY AND DISCOVERY.,6,7.2,3.00
946171565,Santa Cruz SPCA and Humane Society,CA,Santa Cruz,D,www.spcasc.org,23,352,1499874.00,1608501.00,1244648.00,160457.00,82.98,1,1,1000.00,10,4,"The Santa Cruz SPCA provides safe harbor for animals in need and promotes an active humane community through adoption, advocacy, and education.",6,10.7,15.30
770279528,SENIOR NUTRITION PROGRAM,CA,SAN LUIS OBISPO,K,N/A,45,255,2168755.00,2207778.00,2048299.00,112474.00,94.45,0,0,0,10,4,PROVIDE MEALS AND NUTRITIONAL EDUCATION TO SENIORS IN SAN LUIS OBISPO COUNTY.,6,5.2,5.67
474341536,YOUTH EMPOWERMENTS FINEST,CA,SAN DIEGO,O,YOUTHEMPOWERMENTSD.ORG,22,,1525837.00,1356255.00,842134.00,555644.00,55.19,3,2,386790.00,10,4,MENTORSHIP AND GANG PREVENTION PROGRAMS FOR AT-RISK YOUTH,12,36.4,
270864431,FRIENDS OF THE ALAMEDA ANIMAL SHELTER,CA,ALAMEDA,D,WWW.ALAMEDAANIMALSHELTER.ORG,32,251,2679854.00,2525371.00,2513974.00,51919.00,93.81,1,1,125.00,10,4,"THE MISSION OF FRIENDS OF THE ALAMEDA ANIMAL SHELTER (FAAS) IS TO SHELTER AND CARE FOR ABANDONED COMPANION ANIMALS, FIND THEM NEW HOMES, AND PREVENT ANIMAL CRUELTY THROUGH EDUCATION AND COMMUNITY PROGRAMS.",6,1.9,7.84
260812693,HOWARD HANNA CHILDREN'S FREE CARE FUND,PA,PITTSBURGH,E,HOWARDHANNACHILDRENSFREECAREFUND.ORG,0,1500,1127808.00,1155941.00,1108439.00,0.00,98.28,2,2,470.00,10,4,"HOWARD HANNA CHILDREN'S FREE CARE FUND IS A NON-PROFIT ORGANIZATION CREATED FOR THE PURPOSE OF BENEFITING CHILDREN'S HEALTH CASUES. SEE SCHEDULE O FOR CONTINUANCETHE FUNDING FOR THIS PUPOSE IS SUPPORTED BY PRIVATE DONATIONS WHICH ARE SOLICITED THROUGH FUNDRAISING EVENTS HEALTH THROUGHOUT PENNSYLVANIA, OHIO, & VIRGINIA.",9,0.0,
813921100,FRIENDS OF THE CHILDREN - SAN FRANCISCO,CA,SAN FRANCISCO,B,WWW.FRIENDSSFBAYAREA.ORG,28,42,3301229.00,3374936.00,3317973.00,0.00,100.51,5,3,241000.00,10,4,"IMPACTING GENERATIONAL CHANGE BY EMPOWERING YOUTH WHO ARE FACING THE GREATEST OBSTACLES THROUGH RELATIONSHIPS WITH PROFESSIONAL MENTORS - 12+ YEARS, NO MATTER WHAT.",8,0.0,1.50
830228594,WYOMING SENIOR CITIZENS INC,WY,RIVERTON,P,WYOMINGSENIORS.COM,64,180,2525281.00,2431935.00,2483927.00,43309.00,98.36,2,1,6000.00,10,4,WSCI ADMINISTERS PROGRAMS FOR SENIOR CITIZENS TO PROMOTE THEIR INDEPENDENCE AND SELF SUFFICIENCY.,6,1.7,2.81
842790299,HOMELESS INTERVENTION SERVICES OF,CA,PLACENTIA, ,HTTPS://HIS-OC.ORG/,29,120,1430189.00,1473727.00,1081200.00,357526.00,75.60,3,2,80000.00,10,4,"TO PROVIDE FOOD, CLOTHING, EDUCATION, FINANCIAL AID, SUPPLIES, MEDICAL AID AND OTHER RESOURCES TO THE HOMELESS, TRANSIENTS, AND OTHERS IN NEED IN THE ORANGE COUNTY, CALIFORNIA AREA.",12,25.0,4.14
382746810,CARING ATHLETES TEAM FOR CHILDREN'S,MI,DETROIT,E,WWW.CATCHCHARITY.ORG,0,100,1278269.00,1050005.00,809722.00,0.00,63.35,0,0,0,10,4,"THE ORGANIZATION IS DEDICATED TO IMPROVING THE QUALITY OF LIFE OF PEDIATRIC PATIENTS AT CHILDREN'S HOSPITAL OF MICHIGAN AND HENRY FORD HOSPITAL. THROUGH A BOARD-DESIGNATED ENDOWMENT FUND, THE ORGANIZATION PROVIDES ECONOMICALLY DISADVANTAGED PEDIATRIC PATIENTS WITH ASSISTANCE WHICH IS NOT OTHERWISE AVAILABLE.",12,0.0,
680041170,HABITAT FOR HUMANITY OF SONOMA COUNTY,CA,SANTA ROSA,L,WWW.HABITATSOCO.ORG,34,191,2698314.00,2003486.00,2572956.00,88849.00,95.35,2,2,1800.00,10,4,"HABITAT FOR HUMANITY OF SONOMA COUNTY BRINGS PEOPLE TOGETHER TO BUILD HOMES, COMMUNITIES, AND HOPE.",6,3.3,5.62
310991515,YOUTH ENCOURAGEMENT SERVICES INC,IN,AURORA,P,YESHOME.ORG,23,9,1842557.00,1403337.00,663448.00,1037473.00,36.01,3,3,884101.00,9,4,"TO PROVIDE AND MAINTAIN A SHELTER HOME FOR YOUTH, UNDER THE JURISDICTION AND SUPERVISION OF THE LOCAL WELFARE DEPARTMENTS AND LAW ENFORCEMENT AGENCIES.",12,56.3,0.39
383069610,MOSAIC YOUTH THEATER OF DETROIT,MI,DETROIT,A,WWW.MOSAICDETROIT.ORG,32,,1578332.00,1762204.00,1426670.00,149390.00,90.39,2,1,90000.00,9,4,"EMPOWERING YOUNG PEOPLE TO MAXIMIZE THEIR POTENTIAL THROUGH PROFESSIONAL PERFORMING ARTS TRAINING AND THE CREATION OF THEATRICAL AND MUSICAL ART THAT ENGAGES, TRANSFORMS, AND INSPIRES.",8,9.5,
381578801,Grand Rapids Youth for Christ Inc,MI,Grand Rapids,O,www.wmyfc.org,30,156,2130620.00,1993468.00,2031714.00,16273.00,95.36,0,0,0,9,4,"West Michigan Youth for Christ seeks to reach young people everywhere, working with the local church and like-minded partners to raise up followers of Jesus who lead by godly lifestyle, devotion to the Bible and prayer, passion for sharing Christs love and social involvement.",6,0.8,5.20
526047326,GOODWILL FIRE COMPANY INC,MD,CENTREVILLE,M,,16,,1225311.00,925703.00,914802.00,175138.00,74.66,3,2,10100.00,9,4,TO PROVIDE EMERGENCY FIRE FIGHTING AND AMBULANCE SERVICES TO THE SURROUNDING COMMUNITY AND AREAS.,12,14.3,
832742617,THE NARANJO MUSEUM OF NATURAL,TX,LUFKIN,A,NARANJOMUSEUM.ORG,8,,1176584.00,178959.00,1032933.00,83774.00,87.79,2,1,2100.00,9,4,THIS FOUNDATION IS AN OPERATING MUSEUM THAT CHARGES ADMISSIONS AS WELL AS SELLS ITEMS IN A GIFT SHOP AND HOSTS FUNDRAISERS AND A SUMMER CAMP.,12,7.1,
261932352,TREASURE VALLEY CHILDRENS RELIEF,OR,ONTARIO,P,TVCRN.ORG,14,,543876.00,573093.00,525852.00,12000.00,96.69,1,1,10000.00,9,4,"THE ORGANIZATION'S MISSION IS TO PREVENT CHILD ABUSE AND NEGLECT BY STRENGTHENING AT-RISK FAMILIES USING PROVEN INTERVENTIONS. USING THE RELIEF NURSERY MODEL TVCRN SIGNFICANTLY REDUCES THE LIKELIHOOD OF CHILD MALTREATMENT BY REDUCING THE NUMBER OR SEVERITY OF STRESSES IN A FAMILY. THESE STRESSES INCLUDE DOMESTIC VIOLENCE, POVERTY, MENTAL ILLNESS, CHRONIC PHYSICAL ILLNESS, RECOVERY FROM SUBSTANCE ABUSE, AND BEING A SINGLE OR TEEN PARENT, AMONG OTHER LIFE CIRCUMSTANCES. TVCRN ALSO ACTS AS FISCAL AGENT FOR THE SNAKE RIVER CORRECTIONAL INSTITUTION'S DADS4LIFE DAY CAMP PROGRAM. THE RELIEF NURSERY MODEL IS TWO-GENERATIONAL. TVCRN OPERATES YEAR-ROUND THERAPEUTIC CLASSROOMS FOR CHILDREN 18 MONTHS TO 6 YEARS AND CONDUCTS HOME VISITS WITH FAMILIES, WITH EACH FAMILY RECEIVING AT LEAST ONE VISIT PER MONTH PER CHILD UNDER THE AGE OF 6. FAMILIES ARE ALSO ENCOURAGED TO ATTEND MONTHLY FAMILY CONNECTION EVENTS WITH EACH ONE FEATURING A DIFFERENT TOPIC FOCUSED ON THE SAFETY AND WELLBEING OF CHILDREN OR",6,2.2,
570785170,SAINT FRANCES ANIMAL CENTER,SC,GEORGETOWN,D,HTTPS://WWW.SFANIMALS.ORG/,45,,1245629.00,1387979.00,1006036.00,226340.00,80.77,0,0,0,9,4,OUR MISSION IS TO PROVIDE A SAFE AND NUTURING ENVIRONMENT FOR ABANDONED AND MISTREATED DOGS AND CATS UNTIL THEY CAN BE PLACED IN LOVING HOMES.,12,18.2,
570889919,CHARLESTON HABITAT FOR HUMANITY,SC,CHARLESTON, ,WWW.CHARLESTONHABITAT.ORG,19,1004,1191362.00,843935.00,895789.00,48924.00,75.19,3,2,7100.00,9,4,"CHARLESTON HABITAT FOR HUMANITYS (CHFH) VISION IS A WORLD WHERE EVERYONE HAS A DECENT PLACE TO LIVE. SEEKING TO PUT GOD' S LOVE INTO ACTION, CHARLESTON HABITAT FOR HUMANITY BRINGS PEOPLE TOGETHER TO BUILD HOMES, COMMUNITIES, AND HOPE. BY FACILITATING HOMEOWNERSHIP, FAMILIES CAN BREAK THE CYCLE OF POVERTY, WHICH GOES A LONG WAY TO BUILDING A BETTER FUTURE FOR MULTIPLE GENERATIONS. CHFH PROVIDES A COMPREHENSIVE PACKAGE OF SERVICES, INCLUDING SERVING AS A MORTGAGE LENDER, HOME BUILDER, SOCIAL SUPPORT PROVIDER, AND RECRUITING AND TRAINING CENTER. THE ORGANIZATION SERVES FAMILIES EARNING 35% TO 60% OF THE AREA MEDIAN INCOME (OR UP TO 80% FOR VETERANS). THIS IS A DEMOGRAPHIC THAT IS NOT SERVED BY TRADITIONAL LENDERS. FAMILIES AND INDIVIDUALS IN NEED OF A HAND UP PARTNER WITH CHARLESTON HABITAT FOR HUMANITY TO BUILD OR IMPROVE A PLACE THEY CAN CALL HOME. WHEN HABITAT ACCEPTS A FAMILY'S PARTNERSHIP APPLICATION, THEY MAKE HOMEOWNERSHIP A REALITY FOR LOW- TO MODERATE-INCOME FAMILIES. HABITAT WOR",6,4.1,52.84
570913768,Habitat for Humanity for Georgetown County SC Inc,SC,Georgetown,L,https://www.habitatgeorgetown.com/,10,200,2297424.00,1476218.00,1596414.00,214198.00,69.49,1,1,10.00,9,4,"Seeking to put Gods love into action, Habitat for Humanity brings people together to build homes, communities and hope.",6,9.3,20.00
453818749,MAINE MINERAL AND GEM MUSEUM,ME,BETHEL,A,HTTPS://MAINEMINERALMUSEUM.ORG/,17,,1955317.00,1758708.00,1418071.00,175113.00,72.52,1,1,10000.00,9,4,"THE MISSION OF THE MMGM, A 501(C)(3) NONPROFIT ORGANIZATION IS TO CELEBRATE THE MINERALOGY OF MAINE AND TO ENLIGHTEN VISITORS AS TO THE ORIGIN OF EARTH AND BEYOND THROUGH DYNAMIC EXHIBITS, EDUCATIONAL PROGRAMMING AND SCIENTIFIC RESEARCH.",12,9.0,
742355124,HUMANE SOCIETY OF CENTRAL TEXAS,TX,WACO,D,HUMANESOCIETYCENTRALTEXAS.ORG,31,861,1070679.00,1405873.00,765807.00,1242.00,71.53,2,2,1508.00,9,4,"AS AN ADVOCATE FOR THE COMMUNITY GOAL OF MAINTAINING ITS NO KILL STATUS, THE HUMANE SOCIETY PROVIDES ADOPTION, RESCUE AND FOSTER OPPORTUNITIES FOR THE HOMELESS ANIMALS AT THE CITY OF WACO ANIMAL SHELTER, AS WELL AS COMMUNITY EDUCATION REGARDING RESPONSIBLE PET OWNERSHIP.",9,0.1,27.77
232683767,AVONDALE FIRE COMPANY EMS DIVISION,PA,AVONDALE,E,WWW.AFC23.ORG,40,5,1276034.00,1082915.00,849635.00,426330.00,66.58,5,2,450.00,9,4,"TO OPERATE AND MAINTAIN AMBULANCES AND RESCUE SERVICES AND EQUIPMENT, AND PERFORM EMERGENCY AND OTHER PUBLIC SERVICES FOR THE COMMUNITY.",12,33.4,0.13
381474932,KALAMAZOO COUNTY HUMANE SOCIETY,MI,KALAMAZOO,D,WWW.KAZOOHUMANE.ORG,48,51,1891685.00,2658514.00,1090856.00,751218.00,57.67,3,2,6100.00,9,4,"TO FOSTER AN ENVIRONMENT OF RESPECT, RESPONSIBILITY, AND COMPASSION FOR ALL ANIMALS THROUGH EDUCATION, PET POPULATION CONTROL AND LEADERSHIP.",12,39.7,1.06
841956561,VETSVETERANS EXPLORING TREATMENT,TX,SOUTHLAKE,F,WWW.VETSOLUTIONS.ORG,10,64,3330588.00,3133395.00,2989458.00,0.00,89.76,3,3,516000.00,9,4,"VETS PROVIDES RESOURCES, RESEARCH, AND ADVOCACY FOR U.S. MILITARY VETERANS SEEKING TREATMENT WITH PSYCHEDELIC-ASSISTED THERAPIES.",12,0.0,6.40
800459100,COMMUNITY FOOD BANK,FL,HOMOSASSA,P,FEED352.ORG,11,36,1556598.00,1446068.00,503803.00,1103366.00,32.37,3,2,3500.00,9,4,"THE MISSION OF THE COMMUNITY FOOD BANK IS TO BE THE DRIVING FORCE TO PROMOTE AWARENESS, INSPIRE INVOLVEMENT AND END HUNGER IN THE COMMUNITIES IT SERVES.",12,70.9,3.27
362884456,DES PLAINES COMMUNITY SENIOR CENTER,IL,DES PLAINES,P,WWW.FRISBIESENIORCENTER.ORG,17,40,960686.00,767774.00,727891.00,156973.00,75.77,0,0,0,9,4,"TO SERVE ACTIVE ADULTS THROUGH INTELLECTUALLY ENRICHING, SOCIALLY ENGAGING, AND PHSYICALLY ENERGIZING PROGRAMS AND VOLUNTEER OPPORTUNITIES.",12,16.3,2.35
160970999,MEALS ON WHEELS OF SYRACUSE NY INC,NY,SYRACUSE, ,WWW.MEALS.ORG,20,522,1571578.00,1457886.00,1099583.00,397125.00,69.97,0,0,0,9,4,TO PREPARE AND DELIVER NUTRITIONALLY BALANCED MEALS TO HOMEBOUND CLIENTS UNABLE TO DO SO FOR THEMSELVES.,12,25.3,26.10
362751382,YOUTH NETWORK COUNCIL,IL,CHICAGO,P,WWW.ICOYOUTH.ORG,39,25,4584088.00,4559098.00,4543228.00,0.00,99.11,1,1,150000.00,9,4,"ICOY PROMOTES THE SAFETY, HEALTH, AND SUCCESS OF ILLINOIS' CHILDREN, YOUTH, AND FAMILIES BY ACTING AS A COLLECTIVE VOICE FOR POLICY AND PRACTICE, AND BY CONNECTING AND STRENGTHENING THE ORGANIZATIONS THAT SERVE THEM.",6,0.0,0.64
581909303,NOAH'S ARK ANIMAL REHABILITATION CENTER,GA,LOCUST GROVE,D,WWW.NOAHS-ARK.ORG,29,19,1620871.00,1684915.00,1496344.00,23293.00,92.32,1,1,200.00,9,4,"THE RESCUE AND REHABILITATION OF EXOTIC WILDLIFE AND DOMESTIC ANIMALS. THE ANIMAL SANCTUARY IS AN AMERICAN EXOTIC ANIMAL RESCUE AND WILDLIFE CENTER FOR ABUSED, UNWANTED, AND NEGLECTED ANIMALS.",4,1.4,0.66
240831491,HUMANE SOCIETY OF LACKAWANNA COUNTY,PA,Clarks Summit,D,https://www.griffinpondanimalshelter.com,48,73,1464003.00,1876639.00,1029155.00,235910.00,70.30,1,1,5000.00,9,4,"The prevention of cruelty of animals, the relief of suffering among animals, the enforcement of all laws for the protection and prevention of their suffering, and the extension of humane education.",12,16.1,1.52
520689149,HUMANE SOCIETY OF CARROLL COUNTY,MD,WESTMINSTER,D,WWW.HSCARROLL.ORG,29,150,1686152.00,1515813.00,1520730.00,171137.00,90.19,2,2,76.00,9,4,PROVIDE SHELTER AND ADOPTION SERVICES FOR ANIMALS AND EDUCATE THE PUBLIC.,6,10.1,5.17
811086466,KOREISHA SENIOR CARE & ADVOCACY,CA,Monterey Park,P,,0,,624063.00,21095.00,519982.00,25000.00,83.32,2,1,10000.00,9,4,"TO PROMOTE AND ADVOCATE FOR THE HEALTH AND WELFARE OF SENIORS IN THE SOUTHERN CALIFORNIA COMMUNITY THROUGH RETIREMENT HOUSING, INTERMEDIATE CARE, NURSING HOME CARE, IN-HOME CARE, AND OTHER SUPPPORTIVE SERVICES",12,4.0,
591721943,Children FirstCommunities In Schools of Buncombe County Inc,NC,Asheville, ,http://childrenfirstcisbc.org/,49,22,1498455.00,1722709.00,1445447.00,46536.00,96.46,3,1,425000.00,9,4,"To empower children and their families to reach their full potential through advocacy, education and services. As Communities In Schools, we surround students with a community of support, empowering them to stay in school and achieve in life.",6,3.1,0.45
470627053,NORFOLK SENIOR CITIZENS CENTER,NE,NORFOLK,P,WWW.NORFOLKSENIORCENTER.ORG,15,300,580140.00,443898.00,405800.00,124510.00,69.95,2,1,250000.00,9,4,COMMUNITY SERVICES FOR SENIOR CITIZENS.,6,21.5,20.00
631115297,BALDWIN FAMILY VIOLENCE SHELTER,AL,ROBERTSDALE,P,,24,14,854284.00,754242.00,848154.00,0.00,99.28,0,0,0,9,4,"TO OPERATE AND MAINTAIN A PROTECTIVE SHELTER FOR BATTERED AND/OR ABUSED WOMEN, MEN, AND CHILDREN OR THOSE AFFECTED BY FAMILY VIOLENCE.",9,0.0,0.58
371015851,Youth Service Bureau,IL,Springfield, ,www.ysbi.com,31,31,1228751.00,1214364.00,1208695.00,7800.00,98.37,3,2,40000.00,9,4,"The Youth Service Bureau provides services to at-risk youth who are, or are at risk of becoming, runaway, abused, neglected and/or homeless. Services are also available for their family members.",6,0.6,1.00
845154317,RESTORATIVE JUSTICE FOR OAKLAND YOUTH,CA,OAKLAND,S,HTTPS://RJOYOAKLAND.ORG,69,,3227440.00,2973336.00,3209534.00,0.00,99.45,3,3,302000.00,9,4,"RJOY'S MISSION IS THE TRANSFORMING OF JUVENILE JUSTICE AND EDUCATIONAL SYSTEM; TRUTH TELLING & RACIAL HEALING; COMMUNITY RESTORATIVE JUSTICE; CONSULTATION, EDUCATION & TRAINING.",6,0.0,
592999283,HUMANE SOCIETYSPCA OF SUMTER COUNTY INC,FL,LAKE PANASOFFKEE,D,WWW.HSSPCA.ORG,28,150,1528861.00,990210.00,1340025.00,174568.00,87.65,2,1,6000.00,9,4,YOUR HUMANE SOCIETY SPCA SUPPORTS THE HEALTH AND WELL-BEING OF ANIMALS IN SUMTER COUNTY FL AND EDUCATES AND ASSISTS THE PEOPLE WHO CARE FOR THEM.,12,11.4,5.36
461878591,KANSAS CITY MUSEUM FOUNDATION INC,MO,KANSAS CITY,A,HTTPS://KANSASCITYMUSEUM.ORG,17,20,2745027.00,2472133.00,2559983.00,89954.00,93.26,2,2,325000.00,9,4,"THE KANSAS CITY MUSEUM PRESERVES, INTERPRETS, AND CELEBRATES KANSAS CITY THROUGH COLLECTIONS, EXHIBITIONS, AND BOLD PROGRAMS THAT REFLECT THE CITY'S EVOLUTION AND SPIRIT, AND ENGAGE VISITORS IN UNFOLDING STORIES ABOUT KANSAS CITY'S VIBRANT HISTORY, CULTURAL HERITAGE, AND PRIDE.",4,3.3,1.18
391189598,HUMANE SOCIETY OF PORTAGE COUNTY,WI,PLOVER,D,WWW.HSPCWI.ORG,48,64,1048979.00,1266062.00,869990.00,100322.00,82.94,1,1,100.00,9,4,"OUR MISSION IS TO PREVENT CRUELTY, ABUSE, NEGLECT AND OVERPOPULATION OF COMPANION ANIMALS WHILE SEEKING ADOPTION OF THESE ANIMALS INTO COMPATIBLE HOMES, AND TEACHING HUMANE AWARENESS AND RESPECT FOR ALL LIFE, THUS HELPING TO BUILD A BETTER COMMUNITY.",12,9.6,1.33
510136116,ROSEBURG RESCUE MISSION,OR,ROSEBURG,L,N/A,19,0,1198554.00,1179404.00,699183.00,493972.00,58.34,3,2,10600.00,9,4,PROGRAMS PRIMARY MISSION IS TO HELP THE HOMELESS AND NEEDY. THE MISSION FEEDS 600 TO 700 PER DAY TO 350-500 HOMELESS PERSONS.,12,41.2,
742486208,DENVER YOUTH PROGRAM,CO,DENVER,O,WWW.METRODENVERPARTNERS.ORG,21,55,1506613.00,1433979.00,1446957.00,0.00,96.04,2,2,43053.00,9,4,YOUTH COUNSELING AND MENTORING.,6,0.0,2.62
237161537,VIDA SENIOR CENTER INC,DC,WASHINGTON, ,WWW.VIDASENIORCENTER.ORG,26,14,1389614.00,1496265.00,1287001.00,72284.00,92.62,3,3,43500.00,9,4,"THROUGH ITS MISSION, VIDA AIMS TO IMPROVE THE WELLNESS, SELF-SUFFICIENCY, AND INDEPENDENCE OF SPANISH SPEAKING AND MULTICULTURAL SENIOR ADULTS RESIDING IN THE DISTRICT OF COLUMBIA AND THE METRO AREA. VIDA'S MEMBERS HAVE WORKED THROUGH THEIR ADULT LIVES, BUT OFTEN FIND THEMSELVES AT AN ECONOMIC DISADVANTAGE IN THEIR GOLDEN YEARS. VIDA IS A GATHERING PLACE TO SENIORS WHO FIND THEMSELVES ISOLATED CULTURALLY AND LINGUISTICALLY. BY PROVIDING FOOD SECURITY, HEALTH INFORMATION, EDUCATION, AND SOCIAL INTERACTIONS WITH OTHER LATIN SENIORS VIDA IS A CRITICAL LIFELINE SUPPORTING THEM TO AGE INDEPENDENTLY AND IN PLACE AS PART OF A COMMUNITY.",9,5.2,0.54
223671290,Father John's Animal House Inc,NJ,Lafayette,P,www.fatherjohnsanimalhouse.org,23,75,1180316.00,1073958.00,602223.00,324008.00,51.02,5,3,205228.00,9,4,"A no-kill shelter in Sussex County, NJ that provides necessary shelter, food, medical care, socialization and companionship for homeless dogs and cats until they are adopted.",12,27.5,3.26
561653614,Greater Matthews Habitat for,NC,Matthews,L,www.greatermatthewshabitat.org,16,277,1458379.00,839903.00,1087900.00,138547.00,74.60,1,1,320.00,9,4,"By the grace of God, Greater Matthews Habitat for Humanity improves lives by building communities and facilitating successful home ownership with people in need of decent, affordable homes.",6,9.5,17.31
931025497,HABITAT FOR HUMANITY OF THE,OR,SALEM, ,WWW.SALEMHABITAT.ORG,30,373,2893258.00,1634972.00,1782883.00,243846.00,61.62,3,2,8500.00,9,4,TO CREATE AFFORDABLE HOUSING IN PARTNERSHIP WITH THOSE IN NEED AND TO MAKE SHELTER A MATTER OF CONSCIENCE WITH PEOPLE EVERYWHERE,6,8.4,12.43
351706782,GREATER MUNCIE INDIANA HABITAT,IN,MUNCIE,L,WWW.MUNCIEHABITAT.ORG,26,1099,2014157.00,2131618.00,1212419.00,476593.00,60.19,1,1,35000.00,9,4,"SEEKING TO PUT GODS LOVE INTO ACTION, HABITAT FOR HUMANITY BRINGS PEOPLE TOGETHER TO BUILD HOMES, COMMUNITIES AND HOPE.",6,23.7,42.27
010369020,PROTECTORS OF ANIMAL LIFE SOCIETY,ME,WINTHROP,D,N/A,24,10,1549872.00,1093705.00,1107092.00,374961.00,71.43,1,1,1500.00,9,4,"PALS NO KILL CAT SHELTER PROTECTS AND ENHANCES THE LIVES OF CATS IN THE HEART OF MAINE, PROVIDING LOW COST FELINE VETERINARY CARE, SHELTER, ADOPTION SERVICES AND PUBLIC EDUCATION.",12,24.2,0.42
150551485,ANITA'S STEVENS-SWAN HUMANE SOCIETY,NY,UTICA,D,WWW.STEVENS-SWAN.ORG,27,50,2039139.00,1602193.00,1695516.00,161580.00,83.15,2,1,5000.00,9,4,"TO PROMOTE, FOSTER, AND IMPROVE WELFARE AND TREATMENT OF ALL ANIMALS. TO PREVENT CRUELTY TO AND PROVIDE RELIEF OF SUFFERING ANIMALS, TO HELP AND CARE FOR DOMESTIC ANIMALS NEEDING PROTECTION WITHIN ONEIDA COUNTY.",12,7.9,1.85
421252893,SHELTER HOUSING CORPORATION,IA,AMES,L,WWW.THEBRIDGEHOME.ORG,34,120,3086560.00,2489059.00,2985616.00,0.00,96.73,2,2,5000.00,9,4,WE WALK WITH THOSE WHO HAVE FALLEN ON HARD TIMES TO HELP THEM FIND HOPE AND A HOME.,6,0.0,3.53
930799344,Shelter from the Storm,OR,La Grande,P,N/A,10,17,762737.00,629035.00,760838.00,0.00,99.75,2,2,15750.00,9,4,"The mission of Shelter From the Storm is to provide services to those who have been impacted by interpersonal violence, sexual assualt, and stalking through advocacy, education, and awareness.",6,0.0,1.70
990073491,HAWAIIAN MISSION CHILDREN'S SOCIETY,HI,HONOLULU,A,WWW.MISSIONHOUSES.ORG,22,150,1261999.00,1182432.00,852752.00,111377.00,67.57,1,1,8000.00,9,4,"HAWAIIAN MISSION HOUSES HISTORIC SITE AND ARCHIVES PRESERVES THE HERITAGE AND INTERPRETS THE STORIES OF THE AMERICAN PROTESTANT MISSIONARIES, THEIR DESCENDANTS, AND THEIR RELATIONSHIPS WITH THE PEOPLE AND CULTURES OF HAWAI`I, CONNECTING WITH CONTEMPORARY LIFE, AND ENCOURAGING A DEEPER UNDERSTANDING AND APPRECIATION OF THE COMPLEX HISTORY OF HAWAII.",12,8.8,6.82
